Learner 1,counter
0.3564365838545823,0
0.1588735040218786,0
0.1337061868480667,0
0.1193810210822242,0
0.0769349561285917,0
0.0763695295684672,1
0.0744334696388579,1
0.0742673163970453,1
0.045965383542117,1
0.0354421401884633,1
0.0288089699997506,1
0.0281215708719152,1
0.0218979670185349,1
0.0213546134396728,1
0.018980808938399,1
0.0094928724144503,1
0.0044996902107945,1
-0.008562514001613,1
-0.0155382463418715,1
-0.024182910227281,1
-0.0273793507561075,1
